,Unnamed: 0,Question,ref,Response,Grade,aug,id
2906,2366,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max's response was to chase the cat.,1,False,8608
2907,2367,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max ran after the cat.,1,False,8609
2908,2368,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max ran after the cat and pulled Lee to the ground.,1,False,8610
2909,2369,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,He ran after the cat.,1,False,8611
2910,2370,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,To go get the cat.,1,False,8612
2911,2371,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,To follow.,0,False,8613
2912,2372,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Legs.,0,False,8614
2913,2373,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max's response was to run after the cat and that was it.,1,False,8615
2914,2374,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,To chase the cat.,1,False,8616
2915,2375,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max's response is run away and chase the cat.,1,False,8617
2916,2376,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Run towards the cat.,1,False,8618
2917,2377,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,To chase the cat.,1,False,8619
2918,2378,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,To run away.,0,False,8620
2919,2379,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,To get the cat.,1,False,8621
2920,2380,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Running after what he saw.,1,False,8622
2921,2381,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max's response was to chase the cat.,1,False,8623
2922,2382,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Chasing the cat.,1,False,8624
2923,2383,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Saw the cat run.,0,False,8625
2924,2384,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,The response was to chase the cat.,1,False,8626
2925,2385,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Run after the cat.,1,False,8627
2926,2386,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Chase.,0,False,8628
2927,2387,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Running after the cat.,1,False,8629
2928,2388,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max's response is chasing the cat.,1,False,8630
2929,2389,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Running after the cat.,1,False,8631
2930,2390,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max's response was chasing the cat.,1,False,8632
2931,2391,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,To chase the cat.,1,False,8633
2932,2392,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max's response was running after the cat.,1,False,8634
2933,2393,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Max ran after the cat.,1,False,8635
2934,2394,"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was Max's response?",Max's response was to run after the cat.,Touch.,0,False,8636
2935,2395,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Dropping the cup.,0,False,8637
2936,2396,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Dropping the cup.,0,False,8638
2937,2397,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Cup.,0,False,8639
2938,2398,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus was that when the cup dropped.,0,False,8640
2939,2399,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The cup was dropping.,0,False,8641
2940,2400,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus in the activity was to drop the cup.,0,False,8642
2941,2401,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8643
2942,2402,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Miss.,0,False,8644
2943,2403,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision.,0,False,8645
2944,2404,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8646
2945,2405,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8647
2946,2406,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8648
2947,2407,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8649
2948,2408,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Aisha sees the cup.,1,False,8650
2949,2409,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,You try to get your hand out before the cup hits you.,0,False,8651
2950,2410,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,To see the cup fall.,1,False,8652
2951,2411,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The cup falls.,0,False,8653
2952,2412,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is seeing the cup come down.,1,False,8654
2953,2413,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is seeing the cup fall.,1,False,8655
2954,2414,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus activity is seeing.,0,False,8656
2955,2415,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Aisha is better at her left hand than right hand.,0,False,8657
2956,2416,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,To see before you move your hand.,0,False,8658
2957,2417,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Get hit by cup.,0,False,8659
2958,2418,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is dropping a cup.,0,False,8660
2959,2419,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is dropping the cup.,0,False,8661
2960,2420,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is dropping the cup.,0,False,8662
2961,2421,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Aisha moving her hand.,0,False,8663
2962,2422,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Someone dropping a cup.,0,False,8664
2963,2423,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Her partner dropping the cup.,0,False,8665
2964,2424,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Someone dropping a cup is the stimulus in this activity.,0,False,8666
2965,2425,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Dropping cups from 20 centimeters.,0,False,8667
2966,2426,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is sight.,0,False,8668
2967,2427,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is that she is better at her left hand than her right hand.,0,False,8669
2968,2428,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is her sight.,0,False,8670
2969,2429,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus was for him to see it movement have her move.,1,False,8671
2970,2430,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is sight.,0,False,8672
2971,2431,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision.,0,False,8673
2972,2432,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,It is vision.,0,False,8674
2973,2433,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is to move your hand.,0,False,8675
2974,2434,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,She moved her hand away from the falling cup.,0,False,8676
2975,2435,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8677
2976,2436,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8678
2977,2437,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision and sight.,0,False,8679
2978,2438,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Moving your hand and using your vision.,0,False,8680
2979,2439,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Stimulus for this activity your hand is getting the message.,0,False,8681
2980,2440,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is to move the hand more faster.,0,False,8682
2981,2441,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Whoever is dropping the cup.,0,False,8683
2982,2442,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8684
2983,2443,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is to hear or see the cup fall.,1,False,8685
2984,2444,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus to this activity is simply sight.,0,False,8686
2985,2445,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The cup because you have to watch it to see when you have to move.,1,False,8687
2986,2446,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Moving your hand before the cup hits.,0,False,8688
2987,2447,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus in this activity is that she missed 5 on left hand and hit 5 on right hand.,0,False,8689
2988,2448,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus activity is the cup drop.,0,False,8690
2989,2449,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Dropping the cup.,0,False,8691
2990,2450,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The show your hand movement.,0,False,8692
2991,2451,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8693
2992,2452,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Action.,0,False,8694
2993,2453,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision being the cup falling.,1,False,8695
2994,2454,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Looking for the cup to fall.,1,False,8696
2995,2455,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Is to avoid the falling cup.,0,False,8697
2996,2456,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision and hearing.,0,False,8698
2997,2457,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The falling cup.,0,False,8699
2998,2458,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Getting your hand out.,0,False,8700
2999,2459,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is that she got her hand out most times.,0,False,8701
3000,2460,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,To move your hand out of the way.,0,False,8702
3001,2461,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,A cup is falling towards your hand.,0,False,8703
3002,2462,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Taking out your hand before the cup drops.,0,False,8704
3003,2463,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The hits and the misses on the chart.,0,False,8705
3004,2464,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Moving your hand before the cup hits it.,0,False,8706
3005,2465,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Hand eye coordination.,0,False,8707
3006,2466,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision.,0,False,8708
3007,2467,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8709
3008,2468,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,I think the stimulus is the falling cup.,0,False,8710
3009,2469,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Aisha stimulus is vision.,0,False,8711
3010,2470,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision is the stimulus of this activity.,0,False,8712
3011,2471,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus was vision.,0,False,8713
3012,2472,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision in the activity.,0,False,8714
3013,2473,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,How fast you can move your hand.,0,False,8715
3014,2474,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision.,0,False,8716
3015,2475,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision.,1,False,8717
3016,2476,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Sight.,0,False,8718
3017,2477,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8719
3018,2478,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Moving out of the way.,0,False,8720
3019,2479,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8721
3020,2480,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus Aisha would use for this activity is eye sight.,0,False,8722
3021,2481,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Eye sight.,0,False,8723
3022,2482,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision.,0,False,8724
3023,2483,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus in this activity is vision.,0,False,8725
3024,2484,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is seeing.,0,False,8726
3025,2485,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is vision or sight.,0,False,8727
3026,2486,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus in this activity is to practice to move faster.,0,False,8728
3027,2487,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,She saw the cup.,1,False,8729
3028,2488,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Your stimulus is too move your hand out of the way.,0,False,8730
3029,2489,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is sight along with how fast you can use your hand or foot.,0,False,8731
3030,2490,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Vision.,0,False,8732
3031,2491,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is hit it since a vibration.,0,False,8733
3032,2492,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Well it is all of the left hand has 5 misses and there is 3 misses on the right hand.,0,False,8734
3033,2493,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,Dropping a cup on your hand.,0,False,8735
3034,2494,Look at the tables for Aisha. She moved each of her hands out of the way of a falling cup. She continued until she reached 5 hits or 5 misses and then stopped. What is the stimulus in this activity?,The stimulus is seeing or hearing the cup fall.,The stimulus is touch.,0,False,8736
3035,2495,Pete put a marble in a cup of water as shown in the picture. What evidence indicates whether the marble is more or less dense than the water?,The marble is on the bottom of the cup (under the water).,"My evidence is the picture. When an object is denser than water, it shrinks. The picture showed that the marble sinks, so the marble is denser than the water.",1,False,8737
